date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:52:28	2605/2605	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-a2d%22	https://codmgifted.com/coodm/js/digitalData.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/digitalData.js	(from https://codmgifted.com/coodm/)
16:52:28	37592/37592	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-92d8%22	https://codmgifted.com/coodm/js/head.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/head.js	(from https://codmgifted.com/coodm/)
16:52:29	27238/27238	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-6a66%22	https://codmgifted.com/coodm/js/qrcode.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/qrcode.js	(from https://codmgifted.com/coodm/)
16:52:29	3956/3956	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-f74%22	https://codmgifted.com/coodm/js/jquery.qrcode.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/jquery.qrcode.js	(from https://codmgifted.com/coodm/)
16:52:30	175802/175802	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-2aeba%22	https://codmgifted.com/coodm/js/site.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/site.js	(from https://codmgifted.com/coodm/)
16:52:30	33741/33741	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-83cd%22	https://codmgifted.com/coodm/js/signup.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/signup.js	(from https://codmgifted.com/coodm/)
16:52:30	11968/11968	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ebebc6-2ec0%22	https://codmgifted.com/coodm/js/atvi-analytics.js	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/js/atvi-analytics.js	(from https://codmgifted.com/coodm/)
16:52:31	6812786/6812786	---MC-	200	added ('OK')	image/jpeg	etag:W/%2267350ff7-67f472%22	https://hesambagheri.com/seh/asse/im1/s.jpg	C:/My%20Web%20Sites/codm/hesambagheri.com/seh/asse/im1/s.jpg	(from https://codmgifted.com/coodm/)
16:52:31	311713/311713	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc6-4c1a1%22	https://codmgifted.com/coodm/0UCU0B	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/0UCU0B	(from https://codmgifted.com/coodm/)
16:52:31	21592/21592	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-5458%22	https://codmgifted.com/coodm/fonts/J0GYVYTizO1mjpT3aOcSbQ.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/J0GYVYTizO1mjpT3aOcSbQ.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:31	19912/19912	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-4dc8%22	https://codmgifted.com/coodm/fonts/Ya11CJGBCnKoJHvb8B2EOw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/Ya11CJGBCnKoJHvb8B2EOw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:32	16168/16168	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-3f28%22	https://codmgifted.com/coodm/fonts/DDy9sgU2U7S4xAwH5thnJ44P5ICox8Kq3LLUNMylGO4.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DDy9sgU2U7S4xAwH5thnJ44P5ICox8Kq3LLUNMylGO4.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:32	16972/16972	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-424c%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xJwNa6kgmw9HIHjUBPkzL2f3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xJwNa6kgmw9HIHjUBPkzL2f3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:32	9608/9608	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-2588%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xKdGPpWTn2kPFru4k7T0T-v3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xKdGPpWTn2kPFru4k7T0T-v3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:33	2336/2336	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-920%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xN9i7v7U2vZkHC55NWxtqfn3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xN9i7v7U2vZkHC55NWxtqfn3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:33	8316/8316	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-207c%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xK1ueDcgZDcfV3TWANvdPLj3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xK1ueDcgZDcfV3TWANvdPLj3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:34	5760/5760	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-1680%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xC3qj1XlvLGj0jktnJzWu233rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xC3qj1XlvLGj0jktnJzWu233rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:34	12448/12448	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-30a0%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xC8hAQ4ocbp44gFQt8tMfcH3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xC8hAQ4ocbp44gFQt8tMfcH3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:35	16100/16100	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-3ee4%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBEur64QvLD-0IbiAdTUNXE.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBEur64QvLD-0IbiAdTUNXE.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:35	20976/20976	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-51f0%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBrT1lp9IdZ6Q20XTtjH6Zv3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBrT1lp9IdZ6Q20XTtjH6Zv3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:35	11596/11596	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-2d4c%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xIS898UBCVj0FEntoasBk6P3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xIS898UBCVj0FEntoasBk6P3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:36	2372/2372	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-944%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBkraXwpsr1uSZUhAAol_4_3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBkraXwpsr1uSZUhAAol_4_3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:36	9116/9116	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-239c%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xKTAHfCyYjmaKhz-jw4dXo73rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xKTAHfCyYjmaKhz-jw4dXo73rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:37	6116/6116	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-17e4%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xP1CsDU87ma3di2VmaZcPSr3rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xP1CsDU87ma3di2VmaZcPSr3rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:37	13060/13060	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-3304%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBztfhWvsElVqpbWxzFHK633rGVtsTkPsbDajuO5ueQw.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xBztfhWvsElVqpbWxzFHK633rGVtsTkPsbDajuO5ueQw.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:37	17072/17072	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-42b0%22	https://codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xIF8zhZCJ7x9Pr62cRgaVUA.woff2	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/gk5FxslNkTTHtojXrkp-xIF8zhZCJ7x9Pr62cRgaVUA.woff2	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:37%20GMT	https://codmgifted.com/coodm/fonts/paz_bold-webfont.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/paz_bold-webfont.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:37%20GMT	https://codmgifted.com/coodm/fonts/paz_bold-webfont.eot?	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/paz_bold-webfontd41d.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:38%20GMT	https://codmgifted.com/coodm/fonts/paz_bold-webfont.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/paz_bold-webfont.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:38%20GMT	https://codmgifted.com/coodm/fonts/paz_bold-webfont.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/paz_bold-webfont.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:39	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:38%20GMT	https://codmgifted.com/coodm/fonts/paz_bold-webfont.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/paz_bold-webfont.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:39	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:38%20GMT	https://codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:39	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:39%20GMT	https://codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.eot?	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-lightitalic-webfontd41d.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:40	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:39%20GMT	https://codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:40	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:40%20GMT	https://codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:40	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:40%20GMT	https://codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-lightitalic-webfont.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:41	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:40%20GMT	https://codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:41	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:41%20GMT	https://codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.eot?	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-mediumitalic-webfontd41d.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:41	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:41%20GMT	https://codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:42	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:41%20GMT	https://codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:42	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2015:52:41%20GMT	https://codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/klavika-mediumitalic-webfont.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:42	26592/26592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266ebebc8-67e0%22	https://codmgifted.com/coodm/fonts/DINCond-Bold.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Bold.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:42	16316/16316	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266ebebc8-3fbc%22	https://codmgifted.com/coodm/fonts/DINCond-Bold.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Bold.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:43	26416/26416	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-6730%22	https://codmgifted.com/coodm/fonts/DINCond-Bold.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Bold.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:43	106347/106347	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ebebc8-19f6b%22	https://codmgifted.com/coodm/images/DINCond-Bold.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/images/DINCond-Bold.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:43	26880/26880	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266ebebc8-6900%22	https://codmgifted.com/coodm/fonts/DINCond-Light.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Light.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:43	14948/14948	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266ebebc8-3a64%22	https://codmgifted.com/coodm/fonts/DINCond-Light.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Light.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:44	26700/26700	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-684c%22	https://codmgifted.com/coodm/fonts/DINCond-Light.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Light.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:44	106852/106852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ebebc8-1a164%22	https://codmgifted.com/coodm/images/DINCond-Light.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/images/DINCond-Light.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:44	26808/26808	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266ebebc8-68b8%22	https://codmgifted.com/coodm/fonts/DINCond-Medium.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Medium.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:44	15416/15416	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266ebebc8-3c38%22	https://codmgifted.com/coodm/fonts/DINCond-Medium.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Medium.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:45	26624/26624	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-6800%22	https://codmgifted.com/coodm/fonts/DINCond-Medium.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Medium.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:45	106446/106446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ebebc8-19fce%22	https://codmgifted.com/coodm/images/DINCond-Medium.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/images/DINCond-Medium.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:45	51728/51728	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266ebebc8-ca10%22	https://codmgifted.com/coodm/fonts/DINCond-Regular.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Regular.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:45	37536/37536	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266ebebc8-92a0%22	https://codmgifted.com/coodm/fonts/DINCond-Regular.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Regular.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:46	68204/68204	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-10a6c%22	https://codmgifted.com/coodm/fonts/DINCond-Regular.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/DINCond-Regular.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:46	242653/242653	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ebebc8-3b3dd%22	https://codmgifted.com/coodm/images/DINCond-Regular.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/images/DINCond-Regular.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:46	60158/60158	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266ebebc8-eafe%22	https://codmgifted.com/coodm/fonts/Museo_Slab_900.eot	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/Museo_Slab_900.eot	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:47	30376/30376	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2266ebebc8-76a8%22	https://codmgifted.com/coodm/fonts/Museo_Slab_900.woff	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/Museo_Slab_900.woff	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:47	59964/59964	---M--	200	added ('OK')	application/octet-stream	etag:%2266ebebc8-ea3c%22	https://codmgifted.com/coodm/fonts/Museo_Slab_900.ttf	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/fonts/Museo_Slab_900.ttf	(from https://codmgifted.com/coodm/css/common-site-updated.css)
16:52:47	170248/170248	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266ebebc8-29908%22	https://codmgifted.com/coodm/images/Museo_Slab_900.svg	C:/My%20Web%20Sites/codm/codmgifted.com/coodm/images/Museo_Slab_900.svg	(from https://codmgifted.com/coodm/css/common-site-updated.css)
